"id","mem","mem_free","processors","instance_uptime","uptime","systemload_average","heap_committed","heap_init","heap_used","heap","nonheap_committed","nonheap_init","nonheap_used","nonheap","threads_peak","threads_total_started","threads","classes","classes_loaded","classes_unloaded","gc_ps_scavenge_count","gc_ps_scavenge_time","gc_ps_marksweep_count","gc_ps_marksweep_time","httpsessions_max","httpsessions_active","gauge_response_test","counter_status200test","counter_status500test","updated_time"
545,"173255","64276","4","17003032","17011559",-1.0,"115712","65536","51435","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16538","74135","19","11790",-1,"0","46.0","16041838",,2019-03-27 06:11:36
546,"170183","63670","4","17033135","17041663",-1.0,"112640","65536","48969","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16593","74387","19","11790",-1,"0","17.0","16076255",,2019-03-27 06:12:06
547,"170695","39954","4","17063229","17071758",-1.0,"113152","65536","73213","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16649","74635","19","11790",-1,"0","18.0","16110665",,2019-03-27 06:12:36
548,"172231","48340","4","17093358","17101886",-1.0,"114688","65536","66363","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16710","74889","19","11790",-1,"0","40.0","16144169",,2019-03-27 06:13:06
549,"177351","49083","4","17123427","17131954",-1.0,"119808","65536","70724","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16768","75148","19","11790",-1,"0","54.0","16178752",,2019-03-27 06:13:36
550,"185031","10775","4","17153512","17162040",-1.0,"127488","65536","116732","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16817","75385","19","11790",-1,"0","19.0","16213128",,2019-03-27 06:14:06
551,"165575","23490","4","17183606","17192134",-1.0,"108032","65536","84541","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16875","75632","19","11790",-1,"0","53.0","16247530",,2019-03-27 06:14:37
552,"162503","58715","4","17213707","17222235",-1.0,"104960","65536","46244","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16939","75886","20","11869",-1,"0","43.0","16281808",,2019-03-27 06:15:07
553,"178887","38705","4","17243804","17252331",-1.0,"121344","65536","82638","913920","60264","2496","57543","0","73","78","73","6218","6268","50","16999","76147","20","11869",-1,"0","31.0","16316190",,2019-03-27 06:15:37
554,"187079","66034","4","17273912","17282439",-1.0,"129536","65536","63501","913920","60264","2496","57543","0","73","78","73","6218","6268","50","17055","76401","20","11869",-1,"0","49.0","16350678",,2019-03-27 06:16:07
555,"172231","70392","4","17303971","17312499",-1.0,"114688","65536","44295","913920","60264","2496","57543","0","73","78","73","6218","6268","50","17114","76649","20","11869",-1,"0","55.0","16385154",,2019-03-27 06:16:37
556,"177864","26599","4","17334049","17342577",-1.0,"120320","65536","93720","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17174","76908","20","11869",-1,"0","58.0","16419374",,2019-03-27 06:17:07
557,"173768","51989","4","17364150","17372678",-1.0,"116224","65536","64234","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17242","77179","20","11869",-1,"0","37.0","16453759",,2019-03-27 06:17:37
558,"166088","35793","4","17394244","17402772",-1.0,"108544","65536","72750","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17302","77437","20","11869",-1,"0","70.0","16488385",,2019-03-27 06:18:07
559,"170696","7394","4","17424359","17432887",-1.0,"113152","65536","105757","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17362","77700","20","11869",-1,"0","53.0","16522436",,2019-03-27 06:18:37
560,"180936","54940","4","17454453","17462981",-1.0,"123392","65536","68451","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17419","77961","21","11954",-1,"0","13.0","16555843",,2019-03-27 06:19:07
561,"181448","71871","4","17484559","17493087",-1.0,"123904","65536","52032","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17480","78232","21","11954",-1,"0","68.0","16590445",,2019-03-27 06:19:37
562,"175304","59489","4","17514664","17523191",-1.0,"117760","65536","58270","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17533","78465","21","11954",-1,"0","33.0","16624997",,2019-03-27 06:20:08
563,"176840","58954","4","17544772","17553300",-1.0,"119296","65536","60341","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17597","78716","21","11954",-1,"0","44.0","16659237",,2019-03-27 06:20:38
564,"190152","24902","4","17574961","17583489",-1.0,"132608","65536","107705","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17659","78980","21","11954",-1,"0","5.0","16693800",,2019-03-27 06:21:08
565,"183496","34529","4","17605022","17613550",-1.0,"125952","65536","91422","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17721","79230","21","11954",-1,"0","45.0","16728332",,2019-03-27 06:21:38
566,"171720","49914","4","17635122","17643650",-1.0,"114176","65536","64261","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17785","79498","21","11954",-1,"0","62.0","16762740",,2019-03-27 06:22:08
567,"189640","56219","4","17665228","17673756",-1.0,"132096","65536","75876","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17842","79764","21","11954",-1,"0","32.0","16797369",,2019-03-27 06:22:38
568,"182472","74212","4","17695335","17703862",-1.0,"124928","65536","50715","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17895","80010","22","12042",-1,"0","36.0","16831810",,2019-03-27 06:23:08
569,"179912","47118","4","17725450","17733978",-1.0,"122368","65536","75257","913920","60264","2496","57544","0","73","78","73","6218","6268","50","17958","80274","22","12042",-1,"0","56.0","16866551",,2019-03-27 06:23:38
570,"184008","78348","4","17755527","17764055",-1.0,"126464","65536","48115","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18007","80492","22","12042",-1,"0","43.0","16901329",,2019-03-27 06:24:08
571,"180936","53223","4","17785655","17794183",-1.0,"123392","65536","70168","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18066","80737","22","12042",-1,"0","30.0","16935863",,2019-03-27 06:24:39
572,"190152","66649","4","17815804","17824332",-1.0,"132608","65536","65958","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18124","80995","22","12042",-1,"0","47.0","16970551",,2019-03-27 06:25:09
573,"168136","15603","4","17845914","17854442",-1.0,"110592","65536","94988","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18182","81236","22","12042",-1,"0","58.0","17005203",,2019-03-27 06:25:39
574,"170696","29222","4","17876025","17884552",-1.0,"113152","65536","83929","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18245","81507","22","12042",-1,"0","50.0","17039448",,2019-03-27 06:26:09
575,"191688","47227","4","17906131","17914659",-1.0,"134144","65536","86939","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18309","81788","22","12042",-1,"0","48.0","17073893",,2019-03-27 06:26:39
576,"167112","81237","4","17936340","17944869",-1.0,"109568","65536","28345","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18369","82047","23","12117",-1,"0","51.0","17108072",,2019-03-27 06:27:09
577,"179400","65565","4","17966471","17974999",-1.0,"121856","65536","56290","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18426","82294","23","12117",-1,"0","36.0","17142848",,2019-03-27 06:27:39
578,"167624","62792","4","17996580","18005108",-1.0,"110080","65536","47287","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18492","82547","23","12117",-1,"0","57.0","17177548",,2019-03-27 06:28:10
579,"167624","48054","4","18026677","18035205",-1.0,"110080","65536","62026","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18561","82814","23","12117",-1,"0","65.0","17211935",,2019-03-27 06:28:40
580,"179912","72852","4","18056777","18065304",-1.0,"122368","65536","49515","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18620","83072","23","12117",-1,"0","56.0","17245616",,2019-03-27 06:29:10
581,"166088","47198","4","18086878","18095407",-1.0,"108544","65536","61388","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18682","83337","23","12117",-1,"0","19.0","17280060",,2019-03-27 06:29:40
582,"166600","46675","4","18116948","18125476",-1.0,"109056","65536","62392","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18741","83592","23","12117",-1,"0","23.0","17314559",,2019-03-27 06:30:10
583,"177864","3565","4","18147029","18155557",-1.0,"120320","65536","116754","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18800","83851","23","12117",-1,"0","42.0","17348864",,2019-03-27 06:30:40
584,"173768","50333","4","18177134","18185662",-1.0,"116224","65536","65890","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18854","84090","24","12553",-1,"0","64.0","17382852",,2019-03-27 06:31:10
585,"166600","74271","4","18207219","18215747",-1.0,"109056","65536","34797","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18909","84337","24","12553",-1,"0","23.0","17417575",,2019-03-27 06:31:40
586,"172232","51140","4","18237318","18245846",-1.0,"114688","65536","63547","913920","60264","2496","57544","0","73","78","73","6218","6268","50","18970","84582","24","12553",-1,"0","46.0","17451675",,2019-03-27 06:32:10
587,"173256","45464","4","18267407","18275935",-1.0,"115712","65536","70247","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19031","84831","24","12553",-1,"0","29.0","17486354",,2019-03-27 06:32:40
588,"181448","53923","4","18297508","18306036",-1.0,"123904","65536","69980","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19092","85090","24","12553",-1,"0","8.0","17521002",,2019-03-27 06:33:10
589,"164552","36970","4","18327595","18336122",-1.0,"107008","65536","70037","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19147","85337","24","12553",-1,"0","42.0","17555829",,2019-03-27 06:33:41
590,"168648","13429","4","18357694","18366222",-1.0,"111104","65536","97674","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19208","85591","24","12553",-1,"0","61.0","17590022",,2019-03-27 06:34:11
591,"186056","55939","4","18387760","18396288",-1.0,"128512","65536","72572","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19270","85855","25","12624",-1,"0","69.0","17624406",,2019-03-27 06:34:41
592,"162504","53007","4","18417872","18426399",-1.0,"104960","65536","51952","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19322","86096","25","12624",-1,"0","11.0","17659210",,2019-03-27 06:35:11
593,"175816","45397","4","18447972","18456500",-1.0,"118272","65536","72874","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19383","86339","25","12624",-1,"0","49.0","17693696",,2019-03-27 06:35:41
594,"179912","63410","4","18478074","18486602",-1.0,"122368","65536","58957","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19437","86591","25","12624",-1,"0","40.0","17728242",,2019-03-27 06:36:11
595,"174792","44203","4","18508155","18516683",-1.0,"117248","65536","73044","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19489","86819","25","12624",-1,"0","41.0","17763003",,2019-03-27 06:36:41
596,"169160","53111","4","18538264","18546792",-1.0,"111616","65536","58504","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19542","87048","25","12624",-1,"0","52.0","17797197",,2019-03-27 06:37:11
597,"165576","33685","4","18568382","18576910",-1.0,"108032","65536","74346","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19606","87305","25","12624",-1,"0","32.0","17831921",,2019-03-27 06:37:41
598,"165576","17773","4","18598481","18607009",-1.0,"108032","65536","90258","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19668","87562","25","12624",-1,"0","59.0","17866489",,2019-03-27 06:38:11
599,"173768","54054","4","18628576","18637104",-1.0,"116224","65536","62169","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19725","87815","26","12696",-1,"0","24.0","17900618",,2019-03-27 06:38:42
600,"161480","34574","4","18658695","18667223",-1.0,"103936","65536","69376","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19788","88066","26","12696",-1,"0","62.0","17934864",,2019-03-27 06:39:12
601,"179912","71264","4","18688794","18697323",-1.0,"122368","65536","51103","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19848","88330","26","12696",-1,"0","58.0","17968713",,2019-03-27 06:39:42
602,"176840","43884","4","18718897","18727425",-1.0,"119296","65536","75430","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19904","88566","26","12696",-1,"0","42.0","18003170",,2019-03-27 06:40:12
603,"161480","28559","4","18748989","18757517",-1.0,"103936","65536","75376","913920","60264","2496","57544","0","73","78","73","6218","6268","50","19964","88824","26","12696",-1,"0","52.0","18037588",,2019-03-27 06:40:42
604,"162504","49110","4","18779062","18787590",-1.0,"104960","65536","55849","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20027","89086","26","12696",-1,"0","42.0","18072047",,2019-03-27 06:41:12
605,"203464","81215","4","18809150","18817677",-1.0,"145920","65536","64704","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20081","89341","26","12696",-1,"0","55.0","18106349",,2019-03-27 06:41:42
606,"188616","18944","4","18839242","18847770",-1.0,"131072","65536","112127","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20131","89579","26","12696",-1,"0","61.0","18140731",,2019-03-27 06:42:12
607,"173768","83181","4","18869314","18877841",-1.0,"116224","65536","33042","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20185","89815","27","12770",-1,"0","24.0","18175048",,2019-03-27 06:42:42
608,"176840","62957","4","18899455","18907983",-1.0,"119296","65536","56338","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20241","90055","27","12770",-1,"0","58.0","18209421",,2019-03-27 06:43:12
609,"182472","57559","4","18929564","18938092",-1.0,"124928","65536","67368","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20304","90327","27","12770",-1,"0","33.0","18244017",,2019-03-27 06:43:42
610,"169160","64508","4","18959674","18968203",-1.0,"111616","65536","47107","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20364","90564","27","12770",-1,"0","65.0","18278534",,2019-03-27 06:44:13
611,"169160","22780","4","18989783","18998312",-1.0,"111616","65536","88835","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20423","90818","27","12770",-1,"0","20.0","18313233",,2019-03-27 06:44:43
612,"167624","39862","4","19019884","19028412",-1.0,"110080","65536","70217","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20481","91072","27","12770",-1,"0","59.0","18347769",,2019-03-27 06:45:13
613,"165064","31858","4","19049978","19058506",-1.0,"107520","65536","75661","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20538","91311","27","12770",-1,"0","36.0","18382106",,2019-03-27 06:45:43
614,"173256","28627","4","19080104","19088632",-1.0,"115712","65536","87084","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20599","91566","27","12770",-1,"0","62.0","18416755",,2019-03-27 06:46:13
615,"170184","35663","4","19110186","19118714",-1.0,"112640","65536","76976","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20662","91820","28","12850",-1,"0","53.0","18451063",,2019-03-27 06:46:43
616,"171720","34327","4","19140295","19148822",-1.0,"114176","65536","79848","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20725","92081","28","12850",-1,"0","15.0","18485291",,2019-03-27 06:47:13
617,"163528","49928","4","19170399","19178928",-1.0,"105984","65536","56056","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20789","92338","28","12850",-1,"0","58.0","18519951",,2019-03-27 06:47:43
618,"175304","25684","4","19200497","19209025",-1.0,"117760","65536","92075","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20840","92579","28","12850",-1,"0","47.0","18554210",,2019-03-27 06:48:13
619,"160456","23270","4","19230948","19239475",-1.0,"102912","65536","79641","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20903","92844","28","12850",-1,"0","36.0","18588993",,2019-03-27 06:48:44
620,"158408","29943","4","19261069","19269597",-1.0,"100864","65536","70920","913920","60264","2496","57544","0","73","78","73","6218","6268","50","20958","93095","28","12850",-1,"0","31.0","18623502",,2019-03-27 06:49:14
621,"173768","14057","4","19291144","19299672",-1.0,"116224","65536","102166","913920","60264","2496","57544","0","73","78","73","6218","6268","50","21020","93364","28","12850",-1,"0","41.0","18656590",,2019-03-27 06:49:44
622,"179912","65456","4","19321260","19329788",-1.0,"122368","65536","56932","913920","60264","2496","57544","0","73","78","73","6218","6268","50","21078","93617","29","12927",-1,"0","77.0","18690788",,2019-03-27 06:50:14
623,"178376","81195","4","19351334","19359862",-1.0,"120832","65536","39636","913920","60264","2496","57544","0","73","78","73","6218","6268","50","21137","93864","29","12927",-1,"0","46.0","18725369",,2019-03-27 06:50:44
624,"174280","69751","4","19381530","19390058",-1.0,"116736","65536","46984","913920","60264","2496","57544","0","73","78","73","6218","6268","50","21194","94112","29","12927",-1,"0","5.0","18759867",,2019-03-27 06:51:14
625,"182956","62096","4","19411591","19420119",-1.0,"125440","65536","63343","913920","60264","2496","57516","0","73","78","73","6218","6268","50","21254","94376","29","12927",-1,"0","16.0","18794601",,2019-03-27 06:51:45
626,"167551","62215","4","19441703","19450231",-1.0,"110080","65536","47877","913920","60520","2496","57471","0","89","94","89","6218","6268","50","21301","94635","29","12927",-1,"0","68.0","18828943",,2019-03-27 06:52:15
627,"167039","41907","4","19471802","19480329",-1.0,"109568","65536","67660","913920","60520","2496","57471","0","89","94","89","6218","6268","50","21352","94893","29","12927",-1,"0","45.0","18864269",,2019-03-27 06:52:45
628,"173183","40417","4","19501903","19510430",-1.0,"115712","65536","75294","913920","60520","2496","57471","0","89","94","89","6218","6268","50","21405","95163","29","12927",-1,"0","66.0","18899581",,2019-03-27 06:53:15
629,"185983","16098","4","19532012","19540540",-1.0,"128512","65536","112445","913920","60520","2496","57471","0","89","94","89","6218","6268","50","21459","95441","29","12927",-1,"0","64.0","18935187",,2019-03-27 06:53:45
630,"202367","87772","4","19562108","19570635",-1.0,"144896","65536","57123","913920","60520","2496","57471","0","89","94","89","6218","6268","50","21507","95724","29","12927",-1,"0","78.0","18970313",,2019-03-27 06:54:15
631,"179839","44805","4","19592205","19600733",-1.0,"122368","65536","77562","913920","60520","2496","57471","0","89","94","89","6218","6268","50","21555","95966","29","12927",-1,"0","59.0","19005838",,2019-03-27 06:54:45
632,"187007","53274","4","19622349","19630877",-1.0,"129536","65536","76261","913920","60520","2496","57471","0","89","94","89","6218","6268","50","21600","96222","29","12927",-1,"0","94.0","19041315",,2019-03-27 06:55:15
633,"181382","20602","4","19652454","19660982",-1.0,"123904","65536","103301","913920","60520","2496","57478","0","89","94","89","6218","6268","50","21653","96477","29","12927",-1,"0","57.0","19076680",,2019-03-27 06:55:45
634,"176262","38515","4","19682550","19691077",-1.0,"118784","65536","80268","913920","60520","2496","57478","0","89","94","89","6218","6268","50","21709","96753","30","13036",-1,"0","50.0","19112232",,2019-03-27 06:56:15
635,"180870","61051","4","19712657","19721185",-1.0,"123392","65536","62371","913920","60520","2496","57478","0","89","94","89","6218","6268","50","21763","97023","30","13036",-1,"0","31.0","19147687",,2019-03-27 06:56:46
636,"175243","47936","4","19742717","19751245",-1.0,"117760","65536","69823","913920","60520","2496","57483","0","89","94","89","6218","6268","50","21816","97291","30","13036",-1,"0","61.0","19181916",,2019-03-27 06:57:16
637,"179851","49043","4","19772885","19781412",-1.0,"122368","65536","73324","913920","60520","2496","57483","0","89","94","89","6218","6268","50","21872","97562","30","13036",-1,"0","60.0","19216885",,2019-03-27 06:57:46
638,"188555","56980","4","19803005","19811534",-1.0,"131072","65536","74091","913920","60520","2496","57483","0","89","94","89","6218","6268","50","21929","97834","30","13036",-1,"0","87.0","19252854",,2019-03-27 06:58:16
639,"190603","67442","4","19833162","19841690",-1.0,"133120","65536","65677","913920","60520","2496","57483","0","89","94","89","6218","6268","50","21979","98098","30","13036",-1,"0","73.0","19288366",,2019-03-27 06:58:46
640,"176779","35726","4","19863225","19871753",-1.0,"119296","65536","83583","913920","60520","2496","57483","0","89","94","89","6218","6268","50","22025","98334","30","13036",-1,"0","50.0","19324216",,2019-03-27 06:59:16
641,"166539","49834","4","19893333","19901862",-1.0,"109056","65536","59221","913920","60520","2496","57483","0","89","94","89","6218","6268","50","22081","98599","30","13036",-1,"0","58.0","19359194",,2019-03-27 06:59:46
642,"191136","83975","4","19923559","19932087",-1.0,"133632","65536","49674","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22135","98874","30","13036",-1,"0","33.0","19394362",,2019-03-27 07:00:16
643,"177824","65299","4","19953665","19962193",-1.0,"120320","65536","55028","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22190","99141","30","13036",-1,"0","51.0","19430002",,2019-03-27 07:00:47
644,"193184","56983","4","19983778","19992306",-1.0,"135680","65536","78696","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22244","99410","30","13036",-1,"0","34.0","19465949",,2019-03-27 07:01:17
645,"171168","25768","4","20013965","20022493",-1.0,"113664","65536","87908","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22298","99683","30","13036",-1,"0","63.0","19501323",,2019-03-27 07:01:47
646,"173216","6778","4","20044033","20052560",-1.0,"115712","65536","108933","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22345","99941","30","13036",-1,"0","29.0","19536995",,2019-03-27 07:02:17
647,"186528","42580","4","20074087","20082615",-1.0,"129024","65536","86443","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22395","100206","30","13036",-1,"0","57.0","19570383",,2019-03-27 07:02:47
648,"174752","42422","4","20104151","20112678",-1.0,"117248","65536","74825","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22441","100460","31","13156",-1,"0","21.0","19604761",,2019-03-27 07:03:17
649,"204448","101732","4","20134253","20142781",-1.0,"146944","65536","45211","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22486","100715","31","13156",-1,"0","86.0","19640139",,2019-03-27 07:03:47
650,"205472","88118","4","20164358","20172886",-1.0,"147968","65536","59849","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22532","100958","31","13156",-1,"0","56.0","19675813",,2019-03-27 07:04:17
651,"187040","42101","4","20194460","20202988",-1.0,"129536","65536","87434","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22579","101220","31","13156",-1,"0","50.0","19711625",,2019-03-27 07:04:47
652,"182944","35107","4","20224523","20233050",-1.0,"125440","65536","90332","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22629","101479","31","13156",-1,"0","133.0","19747037",,2019-03-27 07:05:17
653,"182432","32097","4","20254604","20263131",-1.0,"124928","65536","92830","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22679","101744","31","13156",-1,"0","75.0","19782831",,2019-03-27 07:05:48
654,"173728","51002","4","20284707","20293235",-1.0,"116224","65536","65221","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22734","102017","31","13156",-1,"0","60.0","19818557",,2019-03-27 07:06:18
655,"197280","69319","4","20314805","20323333",-1.0,"139776","65536","70456","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22787","102296","31","13156",-1,"0","5.0","19854031",,2019-03-27 07:06:48
656,"184992","29298","4","20344904","20353432",-1.0,"127488","65536","98189","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22835","102552","31","13156",-1,"0","52.0","19889705",,2019-03-27 07:07:18
657,"176800","21612","4","20375020","20383548",-1.0,"119296","65536","97683","913920","60520","2496","57504","0","89","94","89","6218","6268","50","22883","102808","31","13156",-1,"0","92.0","19925540",,2019-03-27 07:07:48
658,"187558","57013","4","20405123","20413650",-1.0,"130048","65536","73034","913920","60520","2496","57510","0","89","94","89","6218","6268","50","22934","103065","31","13156",-1,"0","42.0","19961161",,2019-03-27 07:08:18
659,"179878","49889","4","20435235","20443763",-1.0,"122368","65536","72478","913920","60520","2496","57510","0","89","94","89","6218","6268","50","22984","103336","31","13156",-1,"0","69.0","19996921",,2019-03-27 07:08:48
660,"180902","55361","4","20465335","20473863",-1.0,"123392","65536","68030","913920","60520","2496","57510","0","89","94","89","6218","6268","50","23037","103612","31","13156",-1,"0","57.0","20032676",,2019-03-27 07:09:18
661,"178854","32944","4","20495390","20503918",-1.0,"121344","65536","88399","913920","60520","2496","57510","0","89","94","89","6218","6268","50","23094","103885","31","13156",-1,"0","21.0","20068360",,2019-03-27 07:09:48
662,"172710","32104","4","20525496","20534024",-1.0,"115200","65536","83095","913920","60520","2496","57510","0","89","94","89","6218","6268","50","23150","104165","31","13156",-1,"0","63.0","20104151",,2019-03-27 07:10:18
663,"171686","5758","4","20555619","20564147",-1.0,"114176","65536","108429","913920","60520","2496","57510","0","89","94","89","6218","6268","50","23200","104435","31","13156",-1,"0","49.0","20139154",,2019-03-27 07:10:49
664,"195750","93790","4","20585724","20594251",-1.0,"138240","65536","44449","913920","60520","2496","57510","0","89","94","89","6218","6268","50","23251","104712","32","13253",-1,"0","82.0","20174696",,2019-03-27 07:11:19
665,"190118","58972","4","20615822","20624350",-1.0,"132608","65536","73671","913920","60520","2496","57510","0","89","94","89","6218","6268","50","23305","104971","32","13253",-1,"0","87.0","20210421",,2019-03-27 07:11:49
666,"184999","87600","4","20645932","20654461",-1.0,"127488","65536","39921","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23359","105232","32","13253",-1,"0","61.0","20245596",,2019-03-27 07:12:19
667,"197799","46221","4","20676060","20684588",-1.0,"140288","65536","94066","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23411","105506","32","13253",-1,"0","80.0","20281046",,2019-03-27 07:12:49
668,"208551","43122","4","20706173","20714700",-1.0,"151040","65536","107917","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23450","105776","32","13253",-1,"0","29.0","20316664",,2019-03-27 07:13:19
669,"175783","64412","4","20736352","20744881",-1.0,"118272","65536","53859","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23502","106029","32","13253",-1,"0","45.0","20352201",,2019-03-27 07:13:49
670,"173223","47777","4","20766423","20774951",-1.0,"115712","65536","67934","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23555","106293","32","13253",-1,"0","66.0","20387865",,2019-03-27 07:14:19
671,"187559","49622","4","20796505","20805033",-1.0,"130048","65536","80425","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23604","106560","32","13253",-1,"0","65.0","20423100",,2019-03-27 07:14:49
672,"233639","59289","4","20826577","20835105",-1.0,"176128","65536","116838","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23650","106848","32","13253",-1,"0","32.0","20458383",,2019-03-27 07:15:20
673,"185511","18639","4","20856655","20865183",-1.0,"128000","65536","109360","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23691","107055","32","13253",-1,"0","61.0","20493818",,2019-03-27 07:15:50
674,"181927","20274","4","20886755","20895282",-1.0,"124416","65536","104141","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23742","107318","32","13253",-1,"0","42.0","20529478",,2019-03-27 07:16:20
675,"186535","60480","4","20916836","20925364",-1.0,"129024","65536","68543","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23797","107587","32","13253",-1,"0","94.0","20565142",,2019-03-27 07:16:50
676,"181415","59464","4","20946906","20955434",-1.0,"123904","65536","64453","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23855","107861","32","13253",-1,"0","71.0","20600496",,2019-03-27 07:17:20
677,"181927","37183","4","20976998","20985527",-1.0,"124416","65536","87232","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23903","108116","32","13253",-1,"0","54.0","20635798",,2019-03-27 07:17:50
678,"164007","65860","4","21007067","21015595",-1.0,"106496","65536","40645","913920","60520","2496","57511","0","89","94","89","6218","6268","50","23958","108389","33","13368",-1,"0","62.0","20671220",,2019-03-27 07:18:20
679,"174247","83444","4","21037157","21045685",-1.0,"116736","65536","33299","913920","60520","2496","57511","0","89","94","89","6218","6268","50","24013","108664","33","13368",-1,"0","68.0","20706786",,2019-03-27 07:18:50
680,"186023","43986","4","21067223","21075751",-1.0,"128512","65536","84540","913920","60520","2496","57511","0","89","94","89","6218","6268","50","24067","108934","33","13368",-1,"0","53.0","20742170",,2019-03-27 07:19:20
